,Match_Id,Team_Id,Opponent_Team_Id,Toss_Won,Bat_First,Win_Percenetage,Opponent_Win_Percentage,Win_Percenetage_Against,Toss_Decision_Win_Percentage,Bat_Decision_Win_Percentage,Match_Won
371,501213,2,,1,0,49.59349593495935,38.666666666666664,45.45454545454545,52.72727272727273,57.69230769230769,1
372,501214,5,,0,1,53.389830508474574,51.282051282051285,60.0,46.03174603174603,46.2962962962963,0
373,501214,1,,1,0,51.282051282051285,53.389830508474574,40.0,53.96825396825397,54.54545454545455,1
374,501215,7,,0,1,57.93650793650794,42.857142857142854,0,44.61538461538461,59.42028985507246,0
375,501215,9,,1,0,42.857142857142854,57.93650793650794,100,50.0,71.42857142857143,1
376,501216,3,,1,1,60.30534351145038,49.59349593495935,63.1578947368421,63.63636363636363,58.44155844155844,0
377,501216,2,,0,0,49.59349593495935,60.30534351145038,36.8421052631579,47.27272727272727,57.69230769230769,1
378,501217,8,,0,1,38.666666666666664,49.166666666666664,30.0,55.81395348837209,41.86046511627907,0
379,501217,4,,1,0,49.166666666666664,38.666666666666664,70.0,44.827586206896555,57.377049180327866,1
380,501218,10,,0,1,26.08695652173913,41.1764705882353,33.333333333333336,85.0,30.0,0
381,501218,6,,1,0,41.1764705882353,26.08695652173913,66.66666666666666,41.07142857142857,68.62745098039215,1
382,501219,1,,1,0,51.282051282051285,53.389830508474574,40.0,53.96825396825397,54.54545454545455,0
383,501219,5,,0,1,53.389830508474574,51.282051282051285,60.0,46.03174603174603,46.2962962962963,1
384,501220,9,,1,0,42.857142857142854,60.30534351145038,50.0,50.0,71.42857142857143,0
385,501220,3,,0,1,60.30534351145038,42.857142857142854,50.0,36.36363636363637,58.44155844155844,1
386,501221,6,,0,0,41.1764705882353,38.666666666666664,63.63636363636363,58.92857142857143,68.62745098039215,0
387,501221,8,,1,1,38.666666666666664,41.1764705882353,36.36363636363637,44.18604651162791,41.86046511627907,1
388,501223,7,,0,0,57.93650793650794,26.08695652173913,83.33333333333333,44.61538461538461,40.57971014492754,0
389,501223,10,,1,1,26.08695652173913,57.93650793650794,16.66666666666667,15.0,30.0,1
390,501224,1,,1,0,51.282051282051285,42.857142857142854,0,53.96825396825397,54.54545454545455,0
391,501224,9,,0,1,42.857142857142854,51.282051282051285,100,50.0,28.571428571428573,1
392,501225,4,,0,1,49.166666666666664,53.389830508474574,40.0,55.172413793103445,42.622950819672134,0
393,501225,5,,1,0,53.389830508474574,49.166666666666664,60.0,53.96825396825397,53.7037037037037,1
394,501226,7,,0,1,57.93650793650794,60.30534351145038,54.54545454545455,44.61538461538461,59.42028985507246,0
395,501226,3,,1,0,60.30534351145038,57.93650793650794,45.45454545454545,63.63636363636363,41.55844155844156,1
396,501227,1,,0,1,51.282051282051285,49.59349593495935,50.0,46.03174603174603,45.45454545454545,0
397,501227,2,,1,0,49.59349593495935,51.282051282051285,50.0,52.72727272727273,57.69230769230769,1
